LongName,RelicTier,Relic,Tier,Item,Droprate,Droprate Category
Lith B1 Relic (Exceptional),Lith,B1,Exceptional,Boltor Prime Receiver,13.00,Uncommon
Lith B1 Relic (Exceptional),Lith,B1,Exceptional,Mag Prime Neuroptics Blueprint,23.33,Uncommon
Lith B1 Relic (Exceptional),Lith,B1,Exceptional,Ankyros Prime Blueprint,23.33,Uncommon
Lith B1 Relic (Exceptional),Lith,B1,Exceptional,Forma Blueprint,23.33,Uncommon
Lith B1 Relic (Flawless),Lith,B1,Flawless,Boar Prime Stock,6.00,Rare
Lith B1 Relic (Flawless),Lith,B1,Flawless,Rhino Prime Neuroptics Blueprint,17.00,Uncommon
Lith B1 Relic (Flawless),Lith,B1,Flawless,Boltor Prime Receiver,17.00,Uncommon
Lith B1 Relic (Flawless),Lith,B1,Flawless,Mag Prime Neuroptics Blueprint,20.00,Uncommon
Lith B1 Relic (Flawless),Lith,B1,Flawless,Ankyros Prime Blueprint,20.00,Uncommon
Lith B1 Relic (Flawless),Lith,B1,Flawless,Forma Blueprint,20.00,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Boar Prime Stock,10.00,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Rhino Prime Neuroptics Blueprint,20.00,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Boltor Prime Receiver,20.00,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Mag Prime Neuroptics Blueprint,16.67,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Ankyros Prime Blueprint,16.67,Uncommon
Lith B1 Relic (Radiant),Lith,B1,Radiant,Forma Blueprint,16.67,Uncommon
Lith B2 Relic,Lith,B2,Intact,Ballistica Prime Blueprint,2.00,Rare
Lith B2 Relic,Lith,B2,Intact,Orthos Prime Blade,11.00,Uncommon
Lith B2 Relic,Lith,B2,Intact,Braton Prime Receiver,11.00,Uncommon
Lith B2 Relic,Lith,B2,Intact,Paris Prime Lower Limb,25.33,Uncommon
Lith B2 Relic,Lith,B2,Intact,Tigris Prime Stock,25.33,Uncommon
Lith B2 Relic,Lith,B2,Intact,Forma Blueprint,25.33,Uncommon
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Ballistica Prime Blueprint,4.00,Rare
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Orthos Prime Blade,13.00,Uncommon
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Braton Prime Receiver,13.00,Uncommon
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Paris Prime Lower Limb,23.33,Uncommon
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Tigris Prime Stock,23.33,Uncommon
Lith B2 Relic (Exceptional),Lith,B2,Exceptional,Forma Blueprint,23.33,Uncommon
Lith B2 Relic (Flawless),Lith,B2,Flawless,Ballistica Prime Blueprint,6.00,Rare
Lith B2 Relic (Flawless),Lith,B2,Flawless,Orthos Prime Blade,17.00,Uncommon
Lith B2 Relic (Flawless),Lith,B2,Flawless,Braton Prime Receiver,17.00,Uncommon
Lith B2 Relic (Flawless),Lith,B2,Flawless,Paris Prime Lower Limb,20.00,Uncommon
Lith B2 Relic (Flawless),Lith,B2,Flawless,Tigris Prime Stock,20.00,Uncommon
Lith B2 Relic (Flawless),Lith,B2,Flawless,Forma Blueprint,20.00,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Ballistica Prime Blueprint,10.00,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Orthos Prime Blade,20.00,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Braton Prime Receiver,20.00,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Paris Prime Lower Limb,16.67,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Tigris Prime Stock,16.67,Uncommon
Lith B2 Relic (Radiant),Lith,B2,Radiant,Forma Blueprint,16.67,Uncommon
Lith B3 Relic,Lith,B3,Intact,Ballistica Prime Blueprint,2.00,Rare
Lith B3 Relic,Lith,B3,Intact,Orthos Prime Blade,11.00,Uncommon
Lith B3 Relic,Lith,B3,Intact,Cernos Prime String,11.00,Uncommon
Lith B3 Relic,Lith,B3,Intact,Limbo Prime Systems Blueprint,25.33,Uncommon
Lith B3 Relic,Lith,B3,Intact,Forma Blueprint,25.33,Uncommon
Lith B3 Relic,Lith,B3,Intact,Burston Prime Blueprint,25.33,Uncommon
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Ballistica Prime Blueprint,4.00,Rare
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Orthos Prime Blade,13.00,Uncommon
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Cernos Prime String,13.00,Uncommon
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Limbo Prime Systems Blueprint,23.33,Uncommon
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Forma Blueprint,23.33,Uncommon
Lith B3 Relic (Exceptional),Lith,B3,Exceptional,Burston Prime Blueprint,23.33,Uncommon
Lith B3 Relic (Flawless),Lith,B3,Flawless,Ballistica Prime Blueprint,6.00,Rare
Lith B3 Relic (Flawless),Lith,B3,Flawless,Orthos Prime Blade,17.00,Uncommon
Lith B3 Relic (Flawless),Lith,B3,Flawless,Cernos Prime String,17.00,Uncommon
Lith B3 Relic (Flawless),Lith,B3,Flawless,Limbo Prime Systems Blueprint,20.00,Uncommon
Lith B3 Relic (Flawless),Lith,B3,Flawless,Forma Blueprint,20.00,Uncommon
Lith B3 Relic (Flawless),Lith,B3,Flawless,Burston Prime Blueprint,20.00,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Ballistica Prime Blueprint,10.00,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Orthos Prime Blade,20.00,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Cernos Prime String,20.00,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Limbo Prime Systems Blueprint,16.67,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Forma Blueprint,16.67,Uncommon
Lith B3 Relic (Radiant),Lith,B3,Radiant,Burston Prime Blueprint,16.67,Uncommon
Lith B4 Relic,Lith,B4,Intact,Boltor Prime Blueprint,2.00,Rare
Lith B4 Relic,Lith,B4,Intact,Rhino Prime Neuroptics Blueprint,11.00,Uncommon
Lith B4 Relic,Lith,B4,Intact,Scindo Prime Blueprint,11.00,Uncommon
Lith B4 Relic,Lith,B4,Intact,Nyx Prime Blueprint,25.33,Uncommon
Lith B4 Relic,Lith,B4,Intact,Forma Blueprint,25.33,Uncommon
Lith B4 Relic,Lith,B4,Intact,Ankyros Prime Blueprint,25.33,Uncommon
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Boltor Prime Blueprint,4.00,Rare
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Rhino Prime Neuroptics Blueprint,13.00,Uncommon
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Scindo Prime Blueprint,13.00,Uncommon
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Nyx Prime Blueprint,23.33,Uncommon
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Forma Blueprint,23.33,Uncommon
Lith B4 Relic (Exceptional),Lith,B4,Exceptional,Ankyros Prime Blueprint,23.33,Uncommon
Lith B4 Relic (Flawless),Lith,B4,Flawless,Boltor Prime Blueprint,6.00,Rare
Lith B4 Relic (Flawless),Lith,B4,Flawless,Rhino Prime Neuroptics Blueprint,17.00,Uncommon
Lith B4 Relic (Flawless),Lith,B4,Flawless,Scindo Prime Blueprint,17.00,Uncommon
Lith B4 Relic (Flawless),Lith,B4,Flawless,Nyx Prime Blueprint,20.00,Uncommon
Lith B4 Relic (Flawless),Lith,B4,Flawless,Forma Blueprint,20.00,Uncommon
Lith B4 Relic (Flawless),Lith,B4,Flawless,Ankyros Prime Blueprint,20.00,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Boltor Prime Blueprint,10.00,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Rhino Prime Neuroptics Blueprint,20.00,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Scindo Prime Blueprint,20.00,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Nyx Prime Blueprint,16.67,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Forma Blueprint,16.67,Uncommon
Lith B4 Relic (Radiant),Lith,B4,Radiant,Ankyros Prime Blueprint,16.67,Uncommon
Lith B5 Relic,Lith,B5,Intact,Ballistica Prime Blueprint,2.00,Rare
Lith B5 Relic,Lith,B5,Intact,Orthos Prime Blade,11.00,Uncommon
Lith B5 Relic,Lith,B5,Intact,Rubico Prime Stock,11.00,Uncommon
Lith B5 Relic,Lith,B5,Intact,Banshee Prime Neuroptics Blueprint,25.33,Uncommon
Lith B5 Relic,Lith,B5,Intact,Lex Prime Receiver,25.33,Uncommon
Lith B5 Relic,Lith,B5,Intact,Oberon Prime Chassis Blueprint,25.33,Uncommon
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Ballistica Prime Blueprint,4.00,Rare
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Orthos Prime Blade,13.00,Uncommon
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Rubico Prime Stock,13.00,Uncommon
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Banshee Prime Neuroptics Blueprint,23.33,Uncommon
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Lex Prime Receiver,23.33,Uncommon
Lith B5 Relic (Exceptional),Lith,B5,Exceptional,Oberon Prime Chassis Blueprint,23.33,Uncommon
Lith B5 Relic (Flawless),Lith,B5,Flawless,Ballistica Prime Blueprint,6.00,Rare
Lith B5 Relic (Flawless),Lith,B5,Flawless,Orthos Prime Blade,17.00,Uncommon
Lith B5 Relic (Flawless),Lith,B5,Flawless,Rubico Prime Stock,17.00,Uncommon
Lith B5 Relic (Flawless),Lith,B5,Flawless,Banshee Prime Neuroptics Blueprint,20.00,Uncommon
Lith B5 Relic (Flawless),Lith,B5,Flawless,Lex Prime Receiver,20.00,Uncommon
Lith B5 Relic (Flawless),Lith,B5,Flawless,Oberon Prime Chassis Blueprint,20.00,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Ballistica Prime Blueprint,10.00,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Orthos Prime Blade,20.00,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Rubico Prime Stock,20.00,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Banshee Prime Neuroptics Blueprint,16.67,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Lex Prime Receiver,16.67,Uncommon
Lith B5 Relic (Radiant),Lith,B5,Radiant,Oberon Prime Chassis Blueprint,16.67,Uncommon
Lith C1 Relic,Lith,C1,Intact,Carrier Prime Cerebrum,2.00,Rare
Lith C1 Relic,Lith,C1,Intact,Kavasa Prime Band,11.00,Uncommon
Lith C1 Relic,Lith,C1,Intact,Forma Blueprint,11.00,Uncommon
Lith C1 Relic,Lith,C1,Intact,Fang Prime Blade,25.33,Uncommon
Lith C1 Relic,Lith,C1,Intact,Nova Prime Neuroptics Blueprint,25.33,Uncommon
Lith C1 Relic,Lith,C1,Intact,Nova Prime Systems Blueprint,25.33,Uncommon
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Carrier Prime Cerebrum,4.00,Rare
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Kavasa Prime Band,13.00,Uncommon
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Forma Blueprint,13.00,Uncommon
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Fang Prime Blade,23.33,Uncommon
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Nova Prime Neuroptics Blueprint,23.33,Uncommon
Lith C1 Relic (Exceptional),Lith,C1,Exceptional,Nova Prime Systems Blueprint,23.33,Uncommon
Lith C1 Relic (Flawless),Lith,C1,Flawless,Carrier Prime Cerebrum,6.00,Rare
Lith C1 Relic (Flawless),Lith,C1,Flawless,Kavasa Prime Band,17.00,Uncommon
Lith C1 Relic (Flawless),Lith,C1,Flawless,Forma Blueprint,17.00,Uncommon
Lith C1 Relic (Flawless),Lith,C1,Flawless,Fang Prime Blade,20.00,Uncommon
Lith C1 Relic (Flawless),Lith,C1,Flawless,Nova Prime Neuroptics Blueprint,20.00,Uncommon
Lith C1 Relic (Flawless),Lith,C1,Flawless,Nova Prime Systems Blueprint,20.00,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Carrier Prime Cerebrum,10.00,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Kavasa Prime Band,20.00,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Forma Blueprint,20.00,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Fang Prime Blade,16.67,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Nova Prime Neuroptics Blueprint,16.67,Uncommon
Lith C1 Relic (Radiant),Lith,C1,Radiant,Nova Prime Systems Blueprint,16.67,Uncommon
Lith C2 Relic,Lith,C2,Intact,Cernos Prime Lower Limb,2.00,Rare
Lith C2 Relic,Lith,C2,Intact,Nami Skyla Prime Handle,11.00,Uncommon
Lith C2 Relic,Lith,C2,Intact,Akbolto Prime Barrel,11.00,Uncommon
Lith C2 Relic,Lith,C2,Intact,Venka Prime Blades,25.33,Uncommon
Lith C2 Relic,Lith,C2,Intact,Paris Prime Upper Limb,25.33,Uncommon
Lith C2 Relic,Lith,C2,Intact,Bronco Prime Receiver,25.33,Uncommon
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Cernos Prime Lower Limb,4.00,Rare
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Nami Skyla Prime Handle,13.00,Uncommon
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Akbolto Prime Barrel,13.00,Uncommon
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Venka Prime Blades,23.33,Uncommon
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Paris Prime Upper Limb,23.33,Uncommon
Lith C2 Relic (Exceptional),Lith,C2,Exceptional,Bronco Prime Receiver,23.33,Uncommon
Lith C2 Relic (Flawless),Lith,C2,Flawless,Cernos Prime Lower Limb,6.00,Rare
Lith C2 Relic (Flawless),Lith,C2,Flawless,Nami Skyla Prime Handle,17.00,Uncommon
Lith C2 Relic (Flawless),Lith,C2,Flawless,Akbolto Prime Barrel,17.00,Uncommon
Lith C2 Relic (Flawless),Lith,C2,Flawless,Venka Prime Blades,20.00,Uncommon
Lith C2 Relic (Flawless),Lith,C2,Flawless,Paris Prime Upper Limb,20.00,Uncommon
Lith C2 Relic (Flawless),Lith,C2,Flawless,Bronco Prime Receiver,20.00,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Cernos Prime Lower Limb,10.00,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Nami Skyla Prime Handle,20.00,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Akbolto Prime Barrel,20.00,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Venka Prime Blades,16.67,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Paris Prime Upper Limb,16.67,Uncommon
Lith C2 Relic (Radiant),Lith,C2,Radiant,Bronco Prime Receiver,16.67,Uncommon
Lith C3 Relic,Lith,C3,Intact,Chroma Prime Neuroptics Blueprint,2.00,Rare
Lith C3 Relic,Lith,C3,Intact,Braton Prime Blueprint,11.00,Uncommon
Lith C3 Relic,Lith,C3,Intact,Helios Prime Blueprint,11.00,Uncommon
Lith C3 Relic,Lith,C3,Intact,Lex Prime Blueprint,25.33,Uncommon
Lith C3 Relic,Lith,C3,Intact,Silva & Aegis Prime Hilt,25.33,Uncommon
Lith C3 Relic,Lith,C3,Intact,Sybaris Prime Blueprint,25.33,Uncommon
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Chroma Prime Neuroptics Blueprint,4.00,Rare
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Braton Prime Blueprint,13.00,Uncommon
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Helios Prime Blueprint,13.00,Uncommon
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Lex Prime Blueprint,23.33,Uncommon
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Silva & Aegis Prime Hilt,23.33,Uncommon
Lith C3 Relic (Exceptional),Lith,C3,Exceptional,Sybaris Prime Blueprint,23.33,Uncommon
Lith C3 Relic (Flawless),Lith,C3,Flawless,Chroma Prime Neuroptics Blueprint,6.00,Rare
Lith C3 Relic (Flawless),Lith,C3,Flawless,Braton Prime Blueprint,17.00,Uncommon
Lith C3 Relic (Flawless),Lith,C3,Flawless,Helios Prime Blueprint,17.00,Uncommon
Lith C3 Relic (Flawless),Lith,C3,Flawless,Lex Prime Blueprint,20.00,Uncommon
Lith C3 Relic (Flawless),Lith,C3,Flawless,Silva & Aegis Prime Hilt,20.00,Uncommon
Lith C3 Relic (Flawless),Lith,C3,Flawless,Sybaris Prime Blueprint,20.00,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Chroma Prime Neuroptics Blueprint,10.00,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Braton Prime Blueprint,20.00,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Helios Prime Blueprint,20.00,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Lex Prime Blueprint,16.67,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Silva & Aegis Prime Hilt,16.67,Uncommon
Lith C3 Relic (Radiant),Lith,C3,Radiant,Sybaris Prime Blueprint,16.67,Uncommon
Lith F1 Relic,Lith,F1,Intact,Scindo Prime Blueprint,11.00,Uncommon
Lith F1 Relic,Lith,F1,Intact,Fragor Prime Blueprint,2.00,Rare
Lith F1 Relic,Lith,F1,Intact,Forma Blueprint,25.33,Uncommon
Lith F1 Relic,Lith,F1,Intact,Odonata Prime Blueprint,11.00,Uncommon
Lith F1 Relic,Lith,F1,Intact,Paris Prime Blueprint,25.33,Uncommon
Lith F1 Relic,Lith,F1,Intact,Fang Prime Blade,25.33,Uncommon
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Scindo Prime Blueprint,13.00,Uncommon
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Fragor Prime Blueprint,4.00,Rare
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Forma Blueprint,23.33,Uncommon
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Odonata Prime Blueprint,13.00,Uncommon
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Paris Prime Blueprint,23.33,Uncommon
Lith F1 Relic (Exceptional),Lith,F1,Exceptional,Fang Prime Blade,23.33,Uncommon
Lith F1 Relic (Flawless),Lith,F1,Flawless,Scindo Prime Blueprint,17.00,Uncommon
Lith F1 Relic (Flawless),Lith,F1,Flawless,Fragor Prime Blueprint,6.00,Rare
Lith F1 Relic (Flawless),Lith,F1,Flawless,Forma Blueprint,20.00,Uncommon
Lith F1 Relic (Flawless),Lith,F1,Flawless,Odonata Prime Blueprint,17.00,Uncommon
Lith F1 Relic (Flawless),Lith,F1,Flawless,Paris Prime Blueprint,20.00,Uncommon
Lith F1 Relic (Flawless),Lith,F1,Flawless,Fang Prime Blade,20.00,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Scindo Prime Blueprint,20.00,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Fragor Prime Blueprint,10.00,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Forma Blueprint,16.67,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Odonata Prime Blueprint,20.00,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Paris Prime Blueprint,16.67,Uncommon
Lith F1 Relic (Radiant),Lith,F1,Radiant,Fang Prime Blade,16.67,Uncommon
Lith F2 Relic,Lith,F2,Intact,Odonata Prime Systems Blueprint,25.33,Uncommon
Lith F2 Relic,Lith,F2,Intact,Hikou Prime Stars,25.33,Uncommon
Lith F2 Relic,Lith,F2,Intact,Paris Prime Upper Limb,25.33,Uncommon
Lith F2 Relic,Lith,F2,Intact,Burston Prime Barrel,11.00,Uncommon
Lith F2 Relic,Lith,F2,Intact,Vauban Prime Blueprint,2.00,Rare
Lith F2 Relic,Lith,F2,Intact,Fang Prime Handle,11.00,Uncommon
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Odonata Prime Systems Blueprint,23.33,Uncommon
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Hikou Prime Stars,23.33,Uncommon
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Paris Prime Upper Limb,23.33,Uncommon
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Burston Prime Barrel,13.00,Uncommon
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Vauban Prime Blueprint,4.00,Rare
Lith F2 Relic (Exceptional),Lith,F2,Exceptional,Fang Prime Handle,13.00,Uncommon
Lith F2 Relic (Flawless),Lith,F2,Flawless,Odonata Prime Systems Blueprint,20.00,Uncommon
Lith F2 Relic (Flawless),Lith,F2,Flawless,Hikou Prime Stars,20.00,Uncommon
Lith F2 Relic (Flawless),Lith,F2,Flawless,Paris Prime Upper Limb,20.00,Uncommon
Lith F2 Relic (Flawless),Lith,F2,Flawless,Burston Prime Barrel,17.00,Uncommon
Lith F2 Relic (Flawless),Lith,F2,Flawless,Vauban Prime Blueprint,6.00,Rare
Lith F2 Relic (Flawless),Lith,F2,Flawless,Fang Prime Handle,17.00,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Odonata Prime Systems Blueprint,16.67,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Hikou Prime Stars,16.67,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Paris Prime Upper Limb,16.67,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Burston Prime Barrel,20.00,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Vauban Prime Blueprint,10.00,Uncommon
Lith F2 Relic (Radiant),Lith,F2,Radiant,Fang Prime Handle,20.00,Uncommon
Lith G1 Relic,Lith,G1,Intact,Glaive Prime Blueprint,2.00,Rare
Lith G1 Relic,Lith,G1,Intact,Ember Prime Systems Blueprint,11.00,Uncommon
Lith G1 Relic,Lith,G1,Intact,Forma Blueprint,11.00,Uncommon
Lith G1 Relic,Lith,G1,Intact,Latron Prime Blueprint,25.33,Uncommon
Lith G1 Relic,Lith,G1,Intact,Frost Prime Chassis Blueprint,25.33,Uncommon
Lith G1 Relic,Lith,G1,Intact,Reaper Prime Handle,25.33,Uncommon
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Glaive Prime Blueprint,4.00,Rare
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Ember Prime Systems Blueprint,13.00,Uncommon
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Forma Blueprint,13.00,Uncommon
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Latron Prime Blueprint,23.33,Uncommon
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Frost Prime Chassis Blueprint,23.33,Uncommon
Lith G1 Relic (Exceptional),Lith,G1,Exceptional,Reaper Prime Handle,23.33,Uncommon
Lith G1 Relic (Flawless),Lith,G1,Flawless,Glaive Prime Blueprint,6.00,Rare
Lith G1 Relic (Flawless),Lith,G1,Flawless,Ember Prime Systems Blueprint,17.00,Uncommon
Lith G1 Relic (Flawless),Lith,G1,Flawless,Forma Blueprint,17.00,Uncommon
Lith G1 Relic (Flawless),Lith,G1,Flawless,Latron Prime Blueprint,20.00,Uncommon
Lith G1 Relic (Flawless),Lith,G1,Flawless,Frost Prime Chassis Blueprint,20.00,Uncommon
Lith G1 Relic (Flawless),Lith,G1,Flawless,Reaper Prime Handle,20.00,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Glaive Prime Blueprint,10.00,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Ember Prime Systems Blueprint,20.00,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Forma Blueprint,20.00,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Latron Prime Blueprint,16.67,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Frost Prime Chassis Blueprint,16.67,Uncommon
Lith G1 Relic (Radiant),Lith,G1,Radiant,Reaper Prime Handle,16.67,Uncommon
Lith G2 Relic,Lith,G2,Intact,Glaive Prime Blueprint,2.00,Rare
Lith G2 Relic,Lith,G2,Intact,Loki Prime Chassis Blueprint,11.00,Uncommon
Lith G2 Relic,Lith,G2,Intact,Frost Prime Systems Blueprint,11.00,Uncommon
Lith G2 Relic,Lith,G2,Intact,Bo Prime Blueprint,25.33,Uncommon
Lith G2 Relic,Lith,G2,Intact,Wyrm Prime Cerebrum,25.33,Uncommon
Lith G2 Relic,Lith,G2,Intact,Latron Prime Stock,25.33,Uncommon
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Glaive Prime Blueprint,4.00,Rare
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Loki Prime Chassis Blueprint,13.00,Uncommon
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Frost Prime Systems Blueprint,13.00,Uncommon
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Bo Prime Blueprint,23.33,Uncommon
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Wyrm Prime Cerebrum,23.33,Uncommon
Lith G2 Relic (Exceptional),Lith,G2,Exceptional,Latron Prime Stock,23.33,Uncommon
Lith G2 Relic (Flawless),Lith,G2,Flawless,Glaive Prime Blueprint,6.00,Rare
Lith G2 Relic (Flawless),Lith,G2,Flawless,Loki Prime Chassis Blueprint,17.00,Uncommon
Lith G2 Relic (Flawless),Lith,G2,Flawless,Frost Prime Systems Blueprint,17.00,Uncommon
Lith G2 Relic (Flawless),Lith,G2,Flawless,Bo Prime Blueprint,20.00,Uncommon
Lith G2 Relic (Flawless),Lith,G2,Flawless,Wyrm Prime Cerebrum,20.00,Uncommon
Lith G2 Relic (Flawless),Lith,G2,Flawless,Latron Prime Stock,20.00,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Glaive Prime Blueprint,10.00,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Loki Prime Chassis Blueprint,20.00,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Frost Prime Systems Blueprint,20.00,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Bo Prime Blueprint,16.67,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Wyrm Prime Cerebrum,16.67,Uncommon
Lith G2 Relic (Radiant),Lith,G2,Radiant,Latron Prime Stock,16.67,Uncommon
Lith H1 Relic,Lith,H1,Intact,Helios Prime Cerebrum,2.00,Rare
Lith H1 Relic,Lith,H1,Intact,Akstiletto Prime Barrel,11.00,Uncommon
Lith H1 Relic,Lith,H1,Intact,Nami Skyla Prime Handle,11.00,Uncommon
Lith H1 Relic,Lith,H1,Intact,Saryn Prime Systems Blueprint,25.33,Uncommon
Lith H1 Relic,Lith,H1,Intact,Paris Prime Blueprint,25.33,Uncommon
Lith H1 Relic,Lith,H1,Intact,Bronco Prime Blueprint,25.33,Uncommon
Lith H1 Relic (Exceptional),Lith,H1,Exceptional,Helios Prime Cerebrum,4.00,Rare
